Condition	Species	riboCIRC_ID	Genome_assembly	Genome_pos	Strand	Spliced_length	Transcript	Symbol	Ensembl	Dataset_count	Evidences	Other_ids
Condition-independent	Human	hsa_circKHDRBS3_001	hg38	chr8:135548753-135607037	+	566	NM_006558	KHDRBS3	ENSG00000131773	1	3: RPF,cORF,m6A	circAtlas:hsa-KHDRBS3_0011,CIRCpedia:HSA_CIRCpedia_141868,CSCD:chr8:135548753-135607037,TSCD:chr8:135548753-135607037
Condition-independent	Human	hsa_circPTK2_001	hg38	chr8:140686631-140864399	-	151	NM_001352702	PTK2	ENSG00000169398	2	2: RPF,cORF	circAtlas:hsa-PTK2_0116,CIRCpedia:HSA_CIRCpedia_151413,CSCD:chr8:140686631-140864399
Condition-independent	Human	hsa_circPTK2_002	hg38	chr8:140789473-140984155	-	1523	NM_001352698	PTK2	ENSG00000169398	2	5: RPF,cORF,MS,m6A,IRES	circAtlas:hsa-PTK2_0375
Condition-independent	Human	hsa_circPTK2_003	hg38	chr8:140818276-140864399	-	505	NM_001352734	PTK2	ENSG00000169398	1	2: RPF,cORF	circAtlas:hsa-PTK2_0019,circBank:hsa_circPTK2_047,circBase:hsa_circ_0008345,CIRCpedia:HSA_CIRCpedia_60262,circRNADb:hsa_circ_04590,CSCD:chr8:140818276-140864399,exoRBase:exo_circ_000340
Condition-independent	Human	hsa_circPTK2_004	hg38	chr8:140818276-140890769	-	899	NM_001352734	PTK2	ENSG00000169398	1	2: RPF,cORF	circAtlas:hsa-PTK2_0017,circBank:hsa_circPTK2_024,circBase:hsa_circ_0005982,CIRCpedia:HSA_CIRCpedia_60264,circRNADb:hsa_circ_01018,CSCD:chr8:140818276-140890769,exoRBase:exo_circ_006301
Condition-independent	Human	hsa_circPTK2_005	hg38	chr8:140830471-140864399	-	286	NM_001352734	PTK2	ENSG00000169398	1	2: RPF,cORF	circAtlas:hsa-PTK2_0008,circBank:hsa_circPTK2_045,circBase:hsa_circ_0002908,CIRCpedia:HSA_CIRCpedia_60266,circRNADb:hsa_circ_02374,CSCD:chr8:140830471-140864399,exoRBase:exo_circ_002732
Condition-independent	Human	hsa_circDENND3_001	hg38	chr8:141160631-141163429	+	253	NM_014957	DENND3	ENSG00000105339	1	3: RPF,cORF,m6A	circAtlas:hsa-DENND3_0003,circBank:hsa_circDENND3_022,circBase:hsa_circ_0135939,CIRCpedia:HSA_CIRCpedia_60305,circRNADb:hsa_circ_24776,CSCD:chr8:141160631-141163429,exoRBase:exo_circ_005933
Condition-independent	Human	hsa_circSLC45A4_001	hg38	chr8:141253988-141254629	-	641	NM_001286646	SLC45A4	ENSG00000022567	2	3: RPF,cORF,m6A	circAtlas:hsa-SLC45A4_0002,circBank:hsa_circTCONS_00015535_001,circBase:hsa_circ_0001829,CIRCpedia:HSA_CIRCpedia_342085,exoRBase:exo_circ_000167
Condition-independent	Human	hsa_circNFIB_001	hg38	chr9:14146688-14179780	-	363	NM_001369479	NFIB	ENSG00000147862	2	3: RPF,cORF,m6A	circAtlas:hsa-NFIB_0001,circBank:hsa_circNFIB_011,circBase:hsa_circ_0086376,CIRCpedia:HSA_CIRCpedia_63571,circRNADb:hsa_circ_01136,CSCD:chr9:14146688-14179780,exoRBase:exo_circ_007052
Condition-independent	Human	hsa_circZDHHC21_001	hg38	chr9:14672829-14674385	-	298	NM_001354123	ZDHHC21	ENSG00000175893	1	2: RPF,cORF	CSCD:chr9:14672829-14674385
Condition-independent	Human	hsa_circCDKN2B-AS1_001	hg38	chr9:22056251-22065757	+	1077	NR_047539	CDKN2B-AS1	ENSG00000240498	2	4: RPF,cORF,MS,IRES	circBank:hsa_circCDKN2B-AS_012,circBase:hsa_circ_0086591
Condition-independent	Human	hsa_circPLAA_001	hg38	chr9:26928099-26928408	-	222	NM_001321546	PLAA	ENSG00000137055	1	3: RPF,cORF,m6A	CIRCpedia:HSA_CIRCpedia_63799,CSCD:chr9:26928099-26928408
Condition-independent	Human	hsa_circNFX1_001	hg38	chr9:33351559-33352719	+	305	NM_002504	NFX1	ENSG00000086102	1	3: RPF,cORF,MS	circAtlas:hsa-NFX1_0002,circBank:hsa_circNFX1_029,circBase:hsa_circ_0005405,CIRCpedia:HSA_CIRCpedia_63881,circRNADb:hsa_circ_16108,CSCD:chr9:33351559-33352719,exoRBase:exo_circ_000886
Condition-independent	Human	hsa_circUBAP2_001	hg38	chr9:33960825-33963791	-	119	NM_018449	UBAP2	ENSG00000137073	6	2: RPF,cORF	circAtlas:hsa-UBAP2_0076,circBank:hsa_circUBAP2_054,circBase:hsa_circ_0001849,CIRCpedia:HSA_CIRCpedia_63938,circRNADb:hsa_circ_21097,CSCD:chr9:33960825-33963791
Condition-independent	Human	hsa_circUBAP2_002	hg38	chr9:33960825-33973237	-	278	NM_018449	UBAP2	ENSG00000137073	4	4: RPF,cORF,MS,m6A	circAtlas:hsa-UBAP2_0001,circBank:hsa_circUBAP2_044,circBase:hsa_circ_0001850,CIRCpedia:HSA_CIRCpedia_63939,circRNADb:hsa_circ_17080,CSCD:chr9:33960825-33973237
Condition-independent	Human	hsa_circUBAP2_003	hg38	chr9:33960825-33989126	-	510	NM_018449	UBAP2	ENSG00000137073	5	3: RPF,cORF,m6A	circAtlas:hsa-UBAP2_0016,circBank:hsa_circUBAP2_034,circBase:hsa_circ_0138668,CIRCpedia:HSA_CIRCpedia_63940,circRNADb:hsa_circ_25463,CSCD:chr9:33960825-33989126,exoRBase:exo_circ_000217
Condition-independent	Human	hsa_circUBAP2_004	hg38	chr9:33971650-33973237	-	159	NM_018449	UBAP2	ENSG00000137073	7	4: RPF,cORF,MS,m6A	circAtlas:hsa-UBAP2_0013,circBank:hsa_circUBAP2_042,circBase:hsa_circ_0001851,CIRCpedia:HSA_CIRCpedia_63943,circRNADb:hsa_circ_17341,CSCD:chr9:33971650-33973237,exoRBase:exo_circ_001588
Condition-independent	Human	hsa_circUBAP2_005	hg38	chr9:33986759-34017189	-	561	NM_018449	UBAP2	ENSG00000137073	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-UBAP2_0005,circBank:hsa_circUBAP2_008,circBase:hsa_circ_0086735,CIRCpedia:HSA_CIRCpedia_63948,circRNADb:hsa_circ_04513,CSCD:chr9:33986759-34017189,exoRBase:exo_circ_000218
Condition-independent	Human	hsa_circRNF38_001	hg38	chr9:36375933-36376127	-	194	NM_194330	RNF38	ENSG00000137075	1	3: RPF,cORF,m6A	circAtlas:hsa-RNF38_0006,circBank:hsa_circRNF38_015,circBase:hsa_circ_0001855,CIRCpedia:HSA_CIRCpedia_64078,circRNADb:hsa_circ_12110,CSCD:chr9:36375933-36376127,exoRBase:exo_circ_017512
Condition-independent	Human	hsa_circMELK_001	hg38	chr9:36597221-36607673	+	261	NM_001256689	MELK	ENSG00000165304	1	3: RPF,cORF,MS	circAtlas:hsa-MELK_0012,circBank:hsa_circMELK_007,circBase:hsa_circ_0005099,CIRCpedia:HSA_CIRCpedia_64095,circRNADb:hsa_circ_31343,CSCD:chr9:36597221-36607673,exoRBase:exo_circ_044957
Condition-independent	Human	hsa_circGRHPR_001	hg38	chr9:37424844-37426654	+	321	NM_012203	GRHPR	ENSG00000137106	2	3: RPF,cORF,m6A	circAtlas:hsa-GRHPR_0002,circBank:hsa_circGRHPR_002,circBase:hsa_circ_0001861,CIRCpedia:HSA_CIRCpedia_64127,circRNADb:hsa_circ_03935,CSCD:chr9:37424844-37426654,exoRBase:exo_circ_000413
Condition-independent	Human	hsa_circABHD17B_001	hg38	chr9:71866798-71875083	-	858	NM_016014	ABHD17B	ENSG00000107362	1	3: RPF,cORF,m6A	circAtlas:hsa-ABHD17B_0001,circBank:hsa_circFAM108B1_003,circBase:hsa_circ_0006383,CIRCpedia:HSA_CIRCpedia_64401,circRNADb:hsa_circ_00209,CSCD:chr9:71866798-71875083,exoRBase:exo_circ_023691
Condition-independent	Human	hsa_circGDA_001	hg38	chr9:72202570-72213991	+	366	NR_147240	GDA	ENSG00000119125	1	3: RPF,cORF,MS	Circ2Disease:hsa_circ_0138960,circAtlas:hsa-GDA_0001,circBank:hsa_circGDA_003,circBase:hsa_circ_0138960,CIRCpedia:HSA_CIRCpedia_64408,CSCD:chr9:72202570-72213991,TSCD:chr9:72202570-72213991
Condition-independent	Human	hsa_circGDA_002	hg38	chr9:72223119-72231181	+	382	NR_147240	GDA	ENSG00000119125	1	3: RPF,cORF,MS	circAtlas:hsa-GDA_0004,circBank:hsa_circGDA_008,circBase:hsa_circ_0087200,CIRCpedia:HSA_CIRCpedia_64415,CSCD:chr9:72223119-72231181,TSCD:chr9:72223119-72231181
Condition-independent	Human	hsa_circALDH1A1_001	hg38	chr9:72905957-72917104	-	583	NM_000689	ALDH1A1	ENSG00000165092	1	4: RPF,cORF,MS,m6A	CSCD:chr9:72905957-72917104
Condition-independent	Human	hsa_circPRUNE2_001	hg38	chr9:76629191-76636557	-	186	NM_001308048	PRUNE2	ENSG00000106772	2	3: RPF,cORF,MS	circAtlas:hsa-PRUNE2_0006,circBank:hsa_circPRUNE2_007,circBase:hsa_circ_0087236,CIRCpedia:HSA_CIRCpedia_64437,circRNADb:hsa_circ_16449,CSCD:chr9:76629191-76636557,exoRBase:exo_circ_036423
Condition-independent	Human	hsa_circVPS13A_001	hg38	chr9:77214328-77227485	+	756	NM_033305	VPS13A	ENSG00000197969	1	3: RPF,cORF,m6A	circAtlas:hsa-VPS13A_0023,circBank:hsa_circVPS13A_009,circBase:hsa_circ_0087243,CIRCpedia:HSA_CIRCpedia_64445,circRNADb:hsa_circ_02350,CSCD:chr9:77214328-77227485,exoRBase:exo_circ_001660
Condition-independent	Human	hsa_circVPS13A_002	hg38	chr9:77381975-77407607	+	397	NM_033305	VPS13A	ENSG00000197969	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-VPS13A_0049,circBank:hsa_circVPS13A_043,circBase:hsa_circ_0008075,CIRCpedia:HSA_CIRCpedia_64469,circRNADb:hsa_circ_13935,CSCD:chr9:77381975-77407607
Condition-independent	Human	hsa_circUBQLN1_001	hg38	chr9:83677726-83678599	-	394	NM_053067	UBQLN1	ENSG00000135018	4	3: RPF,cORF,m6A	circAtlas:hsa-UBQLN1_0011,circBank:hsa_circUBQLN1_018,circBase:hsa_circ_0001865,CIRCpedia:HSA_CIRCpedia_64528,circRNADb:hsa_circ_00941,CSCD:chr9:83677726-83678599,exoRBase:exo_circ_000415
Condition-independent	Human	hsa_circUBQLN1_002	hg38	chr9:83678440-83686155	-	690	NM_053067	UBQLN1	ENSG00000135018	1	3: RPF,cORF,m6A	circAtlas:hsa-UBQLN1_0006,circBank:hsa_circUBQLN1_004,circBase:hsa_circ_0087357,CIRCpedia:HSA_CIRCpedia_64534,circRNADb:hsa_circ_04451,CSCD:chr9:83678440-83686155,exoRBase:exo_circ_000303
Condition-independent	Human	hsa_circSPIN1_001	hg38	chr9:88426381-88426591	+	210	NM_006717	SPIN1	ENSG00000106723	1	2: RPF,cORF	circAtlas:hsa-SPIN1_0001,circBank:hsa_circSPIN1_015,circBase:hsa_circ_0087429,CIRCpedia:HSA_CIRCpedia_64637,CSCD:chr9:88426381-88426591,exoRBase:exo_circ_041640
Condition-independent	Human	hsa_circIARS1_001	hg38	chr9:92256679-92269983	-	932	NM_001374300	IARS1	ENSG00000196305	5	4: RPF,cORF,MS,m6A	circAtlas:hsa-IARS_0007,circBank:hsa_circIARS_023,circBase:hsa_circ_0006702,CIRCpedia:HSA_CIRCpedia_64686,circRNADb:hsa_circ_25153,CSCD:chr9:92256679-92269983,exoRBase:exo_circ_033817
Condition-independent	Human	hsa_circIARS1_002	hg38	chr9:92268173-92269983	-	226	NM_001374300	IARS1	ENSG00000196305	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-IARS_0009,circBank:hsa_circIARS_020,circBase:hsa_circ_0008367,CIRCpedia:HSA_CIRCpedia_64694,circRNADb:hsa_circ_31809,CSCD:chr9:92268173-92269983,exoRBase:exo_circ_020990
Condition-independent	Human	hsa_circFAM120A_001	hg38	chr9:93471140-93476338	+	330	NM_001286722	FAM120A	ENSG00000048828	1	3: RPF,cORF,m6A	circAtlas:hsa-FAM120A_0002,circBank:hsa_circFAM120A_005,circBase:hsa_circ_0008193,CIRCpedia:HSA_CIRCpedia_64723,circRNADb:hsa_circ_10936,CSCD:chr9:93471140-93476338,exoRBase:exo_circ_000999
Condition-independent	Human	hsa_circFAM120A_002	hg38	chr9:93471140-93498886	+	556	NM_001286722	FAM120A	ENSG00000048828	1	4: RPF,cORF,MS,m6A	Circ2Disease:hsa_circRNA_104821,circAtlas:hsa-FAM120A_0006,circBank:hsa_circFAM120A_007,circBase:hsa_circ_0001875,CIRCpedia:HSA_CIRCpedia_64725,circRNADb:hsa_circ_27396,CSCD:chr9:93471140-93498886,exoRBase:exo_circ_000390
Condition-independent	Human	hsa_circMFSD14B_001	hg38	chr9:94429188-94446936	+	639	NM_032558	MFSD14B	ENSG00000148110	1	3: RPF,cORF,m6A	circAtlas:hsa-MFSD14B_0006,circBank:hsa_circHIATL1_007,circBase:hsa_circ_0087572,CSCD:chr9:94429188-94446936
Condition-independent	Human	hsa_circAOPEP_001	hg38	chr9:95060693-95060810	+	117	NM_032823	AOPEP	ENSG00000148120	1	3: RPF,cORF,MS	circBank:hsa_circC9orf3_018,circBase:hsa_circ_0087592,CIRCpedia:HSA_CIRCpedia_64781,CSCD:chr9:95060693-95060810
Condition-independent	Human	hsa_circCDC14B_001	hg38	chr9:96551795-96565483	-	337	NM_001351568	CDC14B	ENSG00000081377	2	2: RPF,cORF	circAtlas:hsa-CDC14B_0002,circBank:hsa_circCDC14B_002,circBase:hsa_circ_0005789,CIRCpedia:HSA_CIRCpedia_64853,circRNADb:hsa_circ_02939,CSCD:chr9:96551795-96565483
Condition-independent	Human	hsa_circCCDC180_001	hg38	chr9:97347313-97350555	+	701	NM_020893	CCDC180	ENSG00000197816	1	2: RPF,cORF	circAtlas:hsa-RP11-23J9_0006,circBank:hsa_circBDAG1_008,circBase:hsa_circ_0087659,CIRCpedia:HSA_CIRCpedia_61961,circRNADb:hsa_circ_16457,exoRBase:exo_circ_011685
Condition-independent	Human	hsa_circNCBP1_001	hg38	chr9:97647491-97648223	+	286	NM_001351504	NCBP1	ENSG00000136937	2	2: RPF,cORF	circAtlas:hsa-NCBP1_0015,circBank:hsa_circNCBP1_014,circBase:hsa_circ_0137487,CIRCpedia:HSA_CIRCpedia_61973,circRNADb:hsa_circ_04361,CSCD:chr9:97647491-97648223,exoRBase:exo_circ_023461
Condition-independent	Human	hsa_circINVS_001	hg38	chr9:100104497-100126549	+	297	NM_014425	INVS	ENSG00000119509	1	3: RPF,cORF,m6A	circAtlas:hsa-INVS_0009,circBank:hsa_circINVS_002,circBase:hsa_circ_0087754,CIRCpedia:HSA_CIRCpedia_62033,circRNADb:hsa_circ_25861,CSCD:chr9:100104497-100126549,exoRBase:exo_circ_023763
Condition-independent	Human	hsa_circRAD23B_001	hg38	chr9:107300140-107306647	+	431	NM_002874	RAD23B	ENSG00000119318	1	3: RPF,cORF,m6A	circAtlas:hsa-RAD23B_0003,circBank:hsa_circRAD23B_005,circBase:hsa_circ_0087855,CIRCpedia:HSA_CIRCpedia_62129,circRNADb:hsa_circ_19251,CSCD:chr9:107300140-107306647,exoRBase:exo_circ_011804
Condition-independent	Human	hsa_circRAD23B_002	hg38	chr9:107300140-107325004	+	1050	NM_002874	RAD23B	ENSG00000119318	1	3: RPF,cORF,m6A	circAtlas:hsa-RAD23B_0002,circBank:hsa_circRAD23B_009,circBase:hsa_circ_0007271,CIRCpedia:HSA_CIRCpedia_62132,circRNADb:hsa_circ_21877,CSCD:chr9:107300140-107325004,exoRBase:exo_circ_017776
Condition-independent	Human	hsa_circTMEM245_001	hg38	chr9:109050282-109050692	-	269	NM_032012	TMEM245	ENSG00000106771	1	3: RPF,cORF,MS	circAtlas:hsa-TMEM245_0013,circBank:hsa_circC9orf5_067,circBase:hsa_circ_0087905,CIRCpedia:HSA_CIRCpedia_62163,circRNADb:hsa_circ_18394,CSCD:chr9:109050282-109050692,exoRBase:exo_circ_006008
Condition-independent	Human	hsa_circTMEM245_002	hg38	chr9:109106507-109108570	-	220	NM_032012	TMEM245	ENSG00000106771	7	2: RPF,cORF	circAtlas:hsa-TMEM245_0014,circBank:hsa_circC9orf5_005,circBase:hsa_circ_0087938,CIRCpedia:HSA_CIRCpedia_62196,circRNADb:hsa_circ_02259,CSCD:chr9:109106507-109108570,exoRBase:exo_circ_018324
Condition-independent	Human	hsa_circECPAS_001	hg38	chr9:111386376-111391824	-	435	NM_001364930	ECPAS	ENSG00000136813	2	3: RPF,cORF,m6A	circAtlas:hsa-KIAA0368_0046,circBank:hsa_circKIAA0368_054,circBase:hsa_circ_0001882,CIRCpedia:HSA_CIRCpedia_62244,circRNADb:hsa_circ_11666,CSCD:chr9:111386376-111391824,exoRBase:exo_circ_001784
Condition-independent	Human	hsa_circSUSD1_001	hg38	chr9:112098469-112102285	-	303	NM_001282643	SUSD1	ENSG00000106868	1	2: RPF,cORF	circAtlas:hsa-SUSD1_0020,circBank:hsa_circSUSD1_032,circBase:hsa_circ_0088045,CIRCpedia:HSA_CIRCpedia_62312,CSCD:chr9:112098469-112102285,exoRBase:exo_circ_017892
Condition-independent	Human	hsa_circPTBP3_001	hg38	chr9:112250928-112297916	-	853	NM_001244896	PTBP3	ENSG00000119314	2	3: RPF,cORF,IRES	circAtlas:hsa-PTBP3_0002,circBank:hsa_circPTBP3_014,circBase:hsa_circ_0003458,CIRCpedia:HSA_CIRCpedia_62339,circRNADb:hsa_circ_26179,CSCD:chr9:112250928-112297916,exoRBase:exo_circ_035591
Condition-independent	Human	hsa_circKIAA1958_001	hg38	chr9:112574056-112575251	+	1195	NM_001287036	KIAA1958	ENSG00000165185	2	3: RPF,cORF,m6A	circAtlas:hsa-KIAA1958_0001,circBank:hsa_circKIAA1958_002,circBase:hsa_circ_0002925,CIRCpedia:HSA_CIRCpedia_62364,circRNADb:hsa_circ_16472,CSCD:chr9:112574056-112575251,exoRBase:exo_circ_030626
Condition-independent	Human	hsa_circRC3H2_001	hg38	chr9:122865348-122897576	-	720	NM_001354478	RC3H2	ENSG00000056586	1	2: RPF,cORF	circAtlas:hsa-RC3H2_0010,circBank:hsa_circRC3H2_009,circBase:hsa_circ_0088387,CIRCpedia:HSA_CIRCpedia_62610,CSCD:chr9:122865348-122897576
Condition-independent	Human	hsa_circDENND1A_001	hg38	chr9:123757702-123879021	-	477	NM_001352967	DENND1A	ENSG00000119522	1	2: RPF,cORF	circAtlas:hsa-DENND1A_0004,circBank:hsa_circDENND1A_008,circBase:hsa_circ_0002544,CIRCpedia:HSA_CIRCpedia_62709,circRNADb:hsa_circ_07610,CSCD:chr9:123757702-123879021
Condition-independent	Human	hsa_circSCAI_001	hg38	chr9:125029643-125056007	-	228	NM_001144877	SCAI	ENSG00000173611	1	3: RPF,cORF,MS	circAtlas:hsa-SCAI_0031,circBank:hsa_circSCAI_010,circBase:hsa_circ_0137952,CIRCpedia:HSA_CIRCpedia_160407,CSCD:chr9:125029643-125056007,TSCD:chr9:125029643-125056007
Condition-independent	Human	hsa_circGAPVD1_001	hg38	chr9:125287761-125312612	+	1756	NM_001354297	GAPVD1	ENSG00000165219	2	4: RPF,cORF,m6A,IRES	circAtlas:hsa-GAPVD1_0067,CSCD:chr9:125287761-125312612
Condition-independent	Human	hsa_circGAPVD1_002	hg38	chr9:125337017-125337591	+	449	NM_001354297	GAPVD1	ENSG00000165219	2	3: RPF,cORF,m6A	circAtlas:hsa-GAPVD1_0019,circBank:hsa_circGAPVD1_035,circBase:hsa_circ_0003270,CIRCpedia:HSA_CIRCpedia_62818,circRNADb:hsa_circ_23461,CSCD:chr9:125337017-125337591,exoRBase:exo_circ_006036
Condition-independent	Human	hsa_circMAPKAP1_001	hg38	chr9:125657650-125672643	-	567	NM_024117	MAPKAP1	ENSG00000119487	3	3: RPF,cORF,m6A	circAtlas:hsa-MAPKAP1_0001,circBank:hsa_circMAPKAP1_004,circBase:hsa_circ_0001890,CIRCpedia:HSA_CIRCpedia_62842,circRNADb:hsa_circ_29649,CSCD:chr9:125657650-125672643,exoRBase:exo_circ_000551
Condition-independent	Human	hsa_circNUP188_001	hg38	chr9:128969399-128973249	+	406	NM_015354	NUP188	ENSG00000095319	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-NUP188_0004,circBank:hsa_circNUP188_024,circBase:hsa_circ_0138112,CIRCpedia:HSA_CIRCpedia_63064,CSCD:chr9:128969399-128973249,exoRBase:exo_circ_055840,TSCD:chr9:128969399-128973249
Condition-independent	Human	hsa_circPRRC2B_001	hg38	chr9:131436619-131439061	+	176	NM_013318	PRRC2B	ENSG00000130723	1	3: RPF,cORF,m6A	circAtlas:hsa-PRRC2B_0021,circBank:hsa_circPRRC2B_019,circBase:hsa_circ_0005871,CIRCpedia:HSA_CIRCpedia_63236,circRNADb:hsa_circ_05158,CSCD:chr9:131436619-131439061,exoRBase:exo_circ_005835
Condition-independent	Human	hsa_circREXO4_001	hg38	chr9:133412298-133412921	-	623	NM_001279350	REXO4	ENSG00000148300	1	2: RPF,cORF	circAtlas:hsa-REXO4_0001,circBank:hsa_circREXO4_003,circBase:hsa_circ_0089371,CIRCpedia:HSA_CIRCpedia_63343,circRNADb:hsa_circ_05894,CSCD:chr9:133412298-133412921,exoRBase:exo_circ_013219
Condition-independent	Human	hsa_circWDR5_001	hg38	chr9:134139819-134148343	+	642	NM_017588	WDR5	ENSG00000196363	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-WDR5_0008,CIRCpedia:HSA_CIRCpedia_63363,CSCD:chr9:134139819-134148343
Condition-independent	Human	hsa_circCOL5A1_001	hg38	chr9:134690911-134701333	+	545	NM_000093	COL5A1	ENSG00000130635	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-COL5A1_0001,circBank:hsa_circCOL5A1_003,circBase:hsa_circ_0007482,CIRCpedia:HSA_CIRCpedia_63375,circRNADb:hsa_circ_04660,CSCD:chr9:134690911-134701333,exoRBase:exo_circ_028110
Condition-independent	Human	hsa_circCAMSAP1_001	hg38	chr9:135850136-135883078	-	885	NM_015447	CAMSAP1	ENSG00000130559	3	4: RPF,cORF,MS,m6A	circAtlas:hsa-CAMSAP1_0005,circBank:hsa_circCAMSAP1_010,circBase:hsa_circ_0004338,CIRCpedia:HSA_CIRCpedia_63393,circRNADb:hsa_circ_12816,CSCD:chr9:135850136-135883078,exoRBase:exo_circ_007622
Condition-independent	Human	hsa_circCAMSAP1_002	hg38	chr9:135881632-135883078	-	425	NM_015447	CAMSAP1	ENSG00000130559	4	4: RPF,cORF,MS,m6A	circAtlas:hsa-CAMSAP1_0001,circBank:hsa_circCAMSAP1_006,circBase:hsa_circ_0001900,CIRCpedia:HSA_CIRCpedia_63397,circRNADb:hsa_circ_09826,CSCD:chr9:135881632-135883078,exoRBase:exo_circ_011791
Condition-independent	Human	hsa_circEHMT1_001	hg38	chr9:137811460-137818138	+	828	NM_001354263	EHMT1	ENSG00000181090	1	3: RPF,cORF,m6A	circAtlas:hsa-EHMT1_0001,circBank:hsa_circEHMT1_069,circBase:hsa_circ_0001906,CIRCpedia:HSA_CIRCpedia_63548,circRNADb:hsa_circ_22779,CSCD:chr9:137811460-137818138,exoRBase:exo_circ_012969
Condition-independent	Human	hsa_circGDI2_001	hg38	chr10:5773841-5800705	-	774	NM_001115156	GDI2	ENSG00000057608	1	2: RPF,cORF	circAtlas:hsa-GDI2_0005,circBank:hsa_circGDI2_009,circBase:hsa_circ_0017586,CIRCpedia:HSA_CIRCpedia_1857,circRNADb:hsa_circ_25394,CSCD:chr10:5773841-5800705,exoRBase:exo_circ_000219
Condition-independent	Human	hsa_circSFMBT2_001	hg38	chr10:7220410-7227937	-	210	NM_001029880	SFMBT2	ENSG00000198879	1	2: RPF,cORF	circAtlas:hsa-SFMBT2_0006,circBank:hsa_circSFMBT2_044,circBase:hsa_circ_0017625,CIRCpedia:HSA_CIRCpedia_2254,circRNADb:hsa_circ_16903,CSCD:chr10:7220410-7227937,exoRBase:exo_circ_025910
Condition-independent	Human	hsa_circSFMBT2_002	hg38	chr10:7276891-7285954	-	434	NM_001029880	SFMBT2	ENSG00000198879	1	3: RPF,cORF,MS	circAtlas:hsa-SFMBT2_0003,circBank:hsa_circSFMBT2_020,circBase:hsa_circ_0000211,CIRCpedia:HSA_CIRCpedia_2276,circRNADb:hsa_circ_20556,CSCD:chr10:7276891-7285954,exoRBase:exo_circ_000220
Condition-independent	Human	hsa_circATP5F1C_001	hg38	chr10:7797046-7802854	+	799	NM_005174	ATP5F1C	ENSG00000165629	2	4: RPF,cORF,MS,m6A	circAtlas:hsa-ATP5C1_0007,circBank:hsa_circATP5C1_006,circBase:hsa_circ_0007292,CIRCpedia:HSA_CIRCpedia_2478,circRNADb:hsa_circ_04997,CSCD:chr10:7797046-7802854,exoRBase:exo_circ_000221
Condition-independent	Human	hsa_circMCM10_001	hg38	chr10:13191298-13192568	+	330	NM_018518	MCM10	ENSG00000065328	1	3: RPF,cORF,m6A	circAtlas:hsa-MCM10_0003,circBank:hsa_circMCM10_012,circBase:hsa_circ_0004477,CIRCpedia:HSA_CIRCpedia_997,circRNADb:hsa_circ_02155,CSCD:chr10:13191298-13192568,exoRBase:exo_circ_023412
Condition-independent	Human	hsa_circFRMD4A_001	hg38	chr10:13796495-13858912	-	254	NM_001318337	FRMD4A	ENSG00000151474	1	3: RPF,cORF,MS	circAtlas:hsa-FRMD4A_0007,circBank:hsa_circFRMD4A_011,circBase:hsa_circ_0093157,CSCD:chr10:13796495-13858912,TSCD:chr10:13796495-13858912
Condition-independent	Human	hsa_circRSU1_001	hg38	chr10:16752538-16782084	-	489	NM_012425	RSU1	ENSG00000148484	1	4: RPF,cORF,m6A,IRES	circAtlas:hsa-RSU1_0003,circBank:hsa_circRSU1_002,circBase:hsa_circ_0006577,CIRCpedia:HSA_CIRCpedia_1131,circRNADb:hsa_circ_16072,CSCD:chr10:16752538-16782084,exoRBase:exo_circ_000686
Condition-independent	Human	hsa_circPIP4K2A_001	hg38	chr10:22567850-22609717	-	534	NM_005028	PIP4K2A	ENSG00000150867	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-PIP4K2A_0001,circBank:hsa_circPIP4K2A_004,circBase:hsa_circ_0005318,CIRCpedia:HSA_CIRCpedia_75885,circRNADb:hsa_circ_18688,CSCD:chr10:22567850-22609717
Condition-independent	Human	hsa_circPIP4K2A_002	hg38	chr10:22591628-22609717	-	348	NM_005028	PIP4K2A	ENSG00000150867	1	4: RPF,cORF,MS,m6A	circAtlas:hsa-PIP4K2A_0002,circBank:hsa_circPIP4K2A_002,circBase:hsa_circ_0003583,CIRCpedia:HSA_CIRCpedia_1245,circRNADb:hsa_circ_12752,CSCD:chr10:22591628-22609717,exoRBase:exo_circ_000345
Condition-independent	Human	hsa_circKIAA1217_001	hg38	chr10:24527935-24536893	+	636	NM_001282767	KIAA1217	ENSG00000120549	1	3: RPF,cORF,IRES	circAtlas:hsa-KIAA1217_0013,CIRCpedia:HSA_CIRCpedia_1261,CSCD:chr10:24527935-24536893,exoRBase:exo_circ_019283
Condition-independent	Human	hsa_circPRTFDC1_001	hg38	chr10:24937183-24942436	-	291	NM_020200	PRTFDC1	ENSG00000099256	2	2: RPF,cORF	circAtlas:hsa-PRTFDC1_0002,circBank:hsa_circPRTFDC1_002,circBase:hsa_circ_0017995,CIRCpedia:HSA_CIRCpedia_1281,circRNADb:hsa_circ_13822,CSCD:chr10:24937183-24942436,exoRBase:exo_circ_029181
